ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID,Scaffold_Smiles
TPCN00033,Picrinine,'4684-32-6',CC=C1CN2C3CC45c6ccccc6NC4(O3)C2CC1C5C(=O)OC,Monoterpenoids,15.0,1100.0,0.007333,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00064,C=C1CN2C3CC45CC1CC2C4(Nc1ccccc15)O3
TPCN00036,Benzoylpaeoniflorin,'38642-49-8',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,Monoterpenoids,1.5,100.0,0.006667,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2016, 108, 55-61.",10.1016/j.fitote.2015.11.011,MP00071,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00078,4α-hydroxyisodolichantoside,'2149584-07-4',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC1c2[nH]c3ccccc3c2CC[N+]1(C)O,Monoterpenoids,0.0101,1.0,0.009901,Leaves,Rubiaceae,Palicourea sessilis,"J Nat Prod, 2017, 80, 3032-3037.",10.1021/acs.jnatprod.7b00681,MP00123,C1=CC(CC2[NH2+]CCc3c2[nH]c2ccccc32)CC(OC2CCCCO2)O1
TPCN00079,4β-hydroxyisodolichantoside,'2149584-08-5',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC1c2[nH]c3ccccc3c2CC[N+]1(C)O,Monoterpenoids,0.0101,1.0,0.009901,Leaves,Rubiaceae,Palicourea sessilis,"J Nat Prod, 2017, 80, 3032-3037.",10.1021/acs.jnatprod.7b00681,MP00124,C1=CC(CC2[NH2+]CCc3c2[nH]c2ccccc32)CC(OC2CCCCO2)O1
TPCN00080,"5-hydroxy-3,6, 7,4' -tetramethoxyflavone",'14787-34-9',COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1,Monoterpenoids,0.15,13.5,0.009,Flowers,Compositae,Achillea nobilis,"Planta Med, 1995, 61, 83-85.",10.1055/s-2006-958010,MP00125,O=c1cc(-c2ccccc2)oc2ccccc12
TPCN00081,3-isopaynantheine,'22032-51-5',C=CC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,Monoterpenoids,10.0,900.0,0.009,Barks,Rubiaceae,Mitragyna diversifolia,"Phytochemistry, 2013, 96, 389-401.",10.1016/j.phytochem.2013.10.002,MP00126,c1ccc2c3c([nH]c2c1)C1CCCCN1CC3
TPCN00082,2-[4-Methyl-1-cyclohex-3-enyl]prop-2-en-1-O-β-malonyl-b-Dglucopyranosyl-(1→2)-b-D-glucopyranoside,'1588563-78-3',C=C(COC1OC(CO)C(O)C(O)C1OC1OC(COC(=O)CC(=O)O)C(O)C(O)C1O)C1CC=C(C)CC1,Monoterpenoids,0.315,27.3,0.008667,Aerial parts,Lamiaceae,Dracocephalum foetidum,"Phytochemistry, 2014, 101, 91-100.",10.1016/j.phytochem.2014.02.007,MP00127,C=C(COC1OCCCC1OC1CCCCO1)C1CC=CCC1
TPCN00083,10-hydroxystrictosamide,'135531-63-4',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccc(O)cc45)C3CC21,Monoterpenoids,0.1,8.0,0.008,Leaves,Rubiaceae,Nauclea latifolia,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1248/cpb.51.58,MP00128,O=C1C2=COC(OC3CCCCO3)CC2CC2c3[nH]c4ccccc4c3CCN12
TPCN00084,6-methoxy-7-geranyloxy coumarin,'28587-43-1',COc1cc2ccc(=O)oc2cc1OCC=C(C)CCC=C(C)C,Monoterpenoids,0.25,20.0,0.008,Roots,Apiaceae,Ferula assa-foetida,"Phytochemistry, 2001, 57, 1201-1206.",10.1016/s0031-9422(01)00246-1,MP00130,O=c1ccc2ccccc2o1
TPCN00085,Canangafruticosides E,'1246504-96-0',O=CC1(C=COC2OC(CO)C(O)C(O)C2O)CCC(COC(=O)C=Cc2ccc(O)c(O)c2)CC1O,Monoterpenoids,1.17,93.0,0.007949,Leaves,Annonaceae,Cananga odorata,"Phytochemistry, 2010, 71, 1564-1572.",10.1016/j.phytochem.2010.06.009,MP00131,O=C(C=Cc1ccccc1)OCC1CCC(C=COC2CCCCO2)CC1
TPCN00086,Dissectol A,'618910-84-2',C=C(CCCC(C)CO)C1COC2OC(CO)C(O)C(=O)C21O,Monoterpenoids,3.928,309.0,0.007867,Aerial parts,Bignoniaceae,Incarvillea dissectifoliola,"Planta Med, 2003, 69, 579-582.",10.1055/s-2003-40635,MP00132,O=C1CCOC2OCCC12
TPCN00087,"7-O-methyl-N-deacetylisoipecosidic acid,",'342036-86-6',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)O)C1CC1NCCc2cc(O)c(OC)cc21,Monoterpenoids,4.5,344.5,0.007656,Fruits,Cornaceae,Alangium lamarckii,"Phytochemistry, 2001, 56, 623-630.",10.1016/s0031-9422(00)00417-9,MP00133,C1=CC(CC2NCCc3ccccc32)CC(OC2CCCCO2)O1
TPCN00089,Jasnudiflosides E,'297740-96-6',CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC(C)C1CC(O)C(C)C1COC(=O)CC1C(C(=O)OC)=COC(OC2OC(CO)C(O)C(O)C2O)C1=CC,Monoterpenoids,0.146,10.5,0.007192,Leaves,Oleaceae,Jasminum nudiflorum,"Chem Pharm Bull (Tokyo), 2000, 48, 1200-1204.",10.1248/cpb.48.1200,MP00134,C=C1C(CC(=O)OCCC2CCCC2COC(=O)CC2C=COC(OC3CCCCO3)C2=C)C=COC1OC1CCCCO1
TPCN00090,"(?)-N-methoxycarbonyl-11,12-methylenedioxykopsinaline",'1358-62-9',COC(=O)N1c2c(ccc3c2OCO3)C23CCN4CCCC5(CCC12C(O)(C(=O)OC)C5)C43,Monoterpenoids,8.5,600.0,0.007059,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00135,c1cc2c(c3c1OCO3)NC13CCC4(CCCN5CCC21C54)CC3
TPCN00091,Kopsinoline,'1632480-72-8',COC(=O)C1CC23CCC[N+]4([O-])CCC5(c6ccccc6NC15CC2)C34,Monoterpenoids,8.5,600.0,0.007059,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00136,c1ccc2c(c1)NC13CCC4(CCC[NH+]5CCC21C54)CC3
TPCN00092,Benzoyloxypaeoniflorin,'72896-40-3',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,Monoterpenoids,1.0,15.0,0.0015,Roots,Paeoniaceae,Paeonia delavayi,"Fitoterapia, 2007, 78, 76-78.",10.1016/j.fitote.2006.09.014,MP00137,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00093,Coronaridine,'467-77-6',CCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,Monoterpenoids,5.0,350.0,0.007,Aerial parts,Apocynaceae,Tabernaemontana bufalina,"Planta Med, 2018, 84, 1127-1133.",10.1055/a-0608-4988,MP00143,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2
TPCN00094,Diversinin,'57818-86-7',CC(C)=CC(=O)CC(C)=CCOc1ccc2ccc(=O)oc2c1,Monoterpenoids,0.25,17.0,0.0068,Roots,Apiaceae,Ferula assa-foetida,"Phytochemistry, 2001, 57, 1201-1207.",10.1016/s0031-9422(01)00246-1,MP00145,O=c1ccc2ccccc2o1
TPCN00095,"(2E,6Z)-2,6-Dimethyl-8-[(O-a-L-rhamnopyranosyl-(1 ! 3)-(2-O-((2E,6Z)-8-hydroxy-2,6-dimethyloctadienoyl)-aL-rhamnopyranosyl)-(1 ! 3)-a-L-rhamnopyranosyl)oxy]octadien-1-yl a-L-rhamnopyranoside",'1010390-71-2',CC(=CCO)CCC=C(C)C(=O)OC1C(OC2C(O)C(C)OC(OCC=C(C)CCC=C(C)COC3OC(C)C(O)C(O)C3O)C2O)OC(C)C(O)C1OC1OC(C)C(O)C(O)C1O,Monoterpenoids,0.5,33.9,0.00678,Leaves,Rubiaceae,Fadogia agrestis,"Phytochemistry, 2008, 69, 805-814.",10.1016/j.phytochem.2007.09.024,MP00146,C(=CCOC1CCCCO1)CCC=CCOC1CC(OC2CC(OC3CCCCO3)CCO2)CCO1
TPCN00096,Tanaparthin-b-peroxide,'85799-10-6',C=C1C(=O)OC2C1CCC(C)(O)C13C=CC(C)(OO1)C23,Monoterpenoids,0.15,10.0,0.006667,Flowers,Compositae,Achillea nobilis,"Planta Med, 1995, 61, 83-85.",10.1055/s-2006-958010,MP00147,C=C1C(=O)OC2C1CCCC13C=CC(OO1)C23
TPCN00097,Croceaines A,'850355-58-7',COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C3NCCc4c3[nH]c3ccccc43)=CCC12,Monoterpenoids,0.85,55.3,0.006506,Leaves,Rubiaceae,Palicourea crocea,"J Nat Prod, 2004, 67, 1886-1888.",10.1021/np0340807,MP00148,C1=CC2CC=C(C3NCCc4c3[nH]c3ccccc43)C2C(OC2CCCCO2)O1
TPCN00098,Serpentinic acid,'605-14-1',CC1OC=C(C(=O)[O-])C2Cc3c4[nH]c5ccccc5c4cc[n+]3CC12,Monoterpenoids,8.5,520.0,0.006118,Whole plants,Paeoniaceae,Rauvolfia yunnanensis,"Molecules, 2019, 24.",10.3390/molecules24244574,MP00149,C1=CC2Cc3c4[nH]c5ccccc5c4cc[n+]3CC2CO1
TPCN00099,"(6S)-2-trans-2,6-dimethyl-6-[3-o-(β-D-giucopyranosyl)-4-o-(2-methylbutyroyl)-α-L-arabino-pyranosyloxy]-2,7-octadienoic acid",'92751-84-3',C=CC(C)(CCC=C(C)C(=O)O)OC1OCC(OC(=O)C(C)CC)C(OC2OC(CO)C(O)C(O)C2O)C1O,Monoterpenoids,1.0,60.0,0.006,Fruits,Fabaceae,Gymnocladus chinensis,"Chem Pharm Bull (Tokyo), 1984, 32, 2617-2621.",10.1248/cpb.32.2617,MP00150,C1CCC(OC2CCOCC2)OC1
TPCN00100,Perakine,'4382-56-3',CC(=O)OC1C2C3CC4C5=Nc6ccccc6C51CC2N4C(C)C3C=O,Monoterpenoids,12.0,680.0,0.005667,Whole plants,Apocynaceae,Alstonia yunnanensis,"J Nat Prod, 2009, 72, 1836-1841.",10.1021/np900374s,MP00151,c1ccc2c(c1)N=C1C3CC4CCN3C3CC12CC43
TPCN00101,New monoterpene glucoside,'865887-46-3',CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CC=C(C(=O)O)CC1,Monoterpenoids,2.4,124.7,0.005196,Aerial parts,Cupressaceae,Juniperus communis,"Chem Pharm Bull (Tokyo), 2005, 53, 783-787.",10.1248/cpb.53.783,MP00152,C1=CCC(COC2CCCCO2)CC1
TPCN00102,4-N-methyllyaloside,'245041-39-8',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1Cc1c2[nH]c3ccccc3c2cc[n+]1C,Monoterpenoids,0.0101,0.5,0.00495,Leaves,Rubiaceae,Palicourea sessilis,"J Nat Prod, 2017, 80, 3032-3037.",10.1021/acs.jnatprod.7b00681,MP00153,C1=CC(Cc2[nH+]ccc3c2[nH]c2ccccc23)CC(OC2CCCCO2)O1
TPCN00103,Nareline,'63950-46-9',CC=C1C2CC3C4=Nc5ccccc5C4(C2C(=O)OC)C2C(O)ON3C12,Monoterpenoids,2.5,117.0,0.00468,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2015, 105, 160-164.",10.1016/j.fitote.2015.06.019,MP00154,C=C1C2CC3C4=Nc5ccccc5C4(C2)C2CON3C12
TPCN00104,Plantagoguanidinic acid,'1174143-94-2',CC(C)=CCCC(C(=O)O)C1CN=C(N)N1,Monoterpenoids,30.0,1400.0,0.004667,Seeds,Plantaginaceae,Plantago depressa,"J Nat Prod, 2015, 78, 2822-2826.",10.1021/acs.jnatprod.5b00368,MP00157,C1=NCCN1
TPCN00105,Echitamidine,'38681-90-2',COC(=O)C1=C2Nc3ccccc3C23CCN2CC(C(C)O)C1CC23,Monoterpenoids,15.0,700.0,0.004667,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00158,C1=C2Nc3ccccc3C23CCN2CCC1CC23
TPCN00106,"(2E,6Z)-2,6-Dimethyl-8-[(O-a-L-rhamnopyranosyl-(1 ! 3)-(2-O-((2E,6Z)-8-hydroxy-2,6-dimethyloctadienoyl)-aL-rhamnopyranosyl)-(1 ! 3)-4-O-acetyl-a-L-rhamnopyranosyl)oxy]-octadien-1-yl a-L-rhamnopyranoside",'1010390-73-4',CC(=O)OC1C(C)OC(OCC=C(C)CCC=C(C)COC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC(=O)C(C)=CCCC(C)=CCO,Monoterpenoids,0.5,23.2,0.00464,Leaves,Rubiaceae,Fadogia agrestis,"Phytochemistry, 2008, 69, 805-815.",10.1016/j.phytochem.2007.09.024,MP00159,C(=CCOC1CCCCO1)CCC=CCOC1CC(OC2CC(OC3CCCCO3)CCO2)CCO1
TPCN00107,Thymoquinol 2-O-b-glucopyranoside,'95645-52-6',Cc1cc(O)c(C(C)C)cc1OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,2.0,90.0,0.0045,Aerial parts,Lamiaceae,Origanum syriacum,"Phytochemistry, 2001, 58, 1149-1152.",10.1016/s0031-9422(01)00386-7,MP00160,c1ccc(OC2CCCCO2)cc1
TPCN00108,Demethylsecologanol,'872360-10-6',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)O)C1CCO,Monoterpenoids,0.145,6.5,0.004483,Whole plants,Rubiaceae,Ophiorrhiza liukiuensis,"Chem Pharm Bull (Tokyo), 2005, 53, 1355-1358.",10.1248/cpb.53.1355,MP00161,C1=COC(OC2CCCCO2)CC1
TPCN00109,2-[4-Methyl-1-cyclohex-3-enyl]prop-2-en-1-O-β-D-glucopyranosyl(1→2)-6-malonyl-b-D-glucopyranoside,'1588563-77-2',C=C(COC1OC(COC(=O)CC(=O)O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1CC=C(C)CC1,Monoterpenoids,0.315,13.8,0.004381,Aerial parts,Lamiaceae,Dracocephalum foetidum,"Phytochemistry, 2014, 101, 91-100.",10.1016/j.phytochem.2014.02.007,MP00162,C=C(COC1OCCCC1OC1CCCCO1)C1CC=CCC1
TPCN00110,Strictosidinic acid,'150148-81-5',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)O)C1CC1NCCc2c1[nH]c1ccccc21,Monoterpenoids,8.5,371.0,0.004365,Whole plants,Paeoniaceae,Rauvolfia yunnanensis,"Molecules, 2019, 24.",10.3390/molecules24244574,MP00163,C1=CC(CC2NCCc3c2[nH]c2ccccc32)CC(OC2CCCCO2)O1
TPCN00111,6-deoxycatalpol,'99499-99-7',OCC1OC(OC2OC=CC3CC4OC4(CO)C32)C(O)C(O)C1O,Monoterpenoids,5.0,214.0,0.00428,Stems,Orobanchaceae,Cistanche tubulosa,"Chem Pharm Bull (Tokyo), 2006, 54, 669-675.",10.1248/cpb.54.669,MP00165,C1=CC2CC3OC3C2C(OC2CCCCO2)O1
TPCN00112,"5,22-dioxokopsane",'3703-90-0',O=C1C2CC34CCCN5C(=O)C1C1(c6ccccc6NC21CC3)C54,Monoterpenoids,8.5,350.0,0.004118,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00166,O=C1C2CC34CCCN5C(=O)C1C1(c6ccccc6NC21CC3)C54
TPCN00113,Desbenzoyloxypaeoniflorin,'23532-11-8',CC12CC3(O)OC(O1)C1(CO)C3CC21OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,2.0,81.1,0.004055,Roots,Paeoniaceae,Paeonia obovata,"Chem Pharm Bull (Tokyo), 2000, 48, 201-207.",10.1248/cpb.48.201,MP00167,C1CCC(OC23CC4C5CC2OC(O5)C43)OC1
TPCN00114,"6,7-dihydroxy-dihydrolinalool 7-O-b- glucopyranoside",'288152-88-5',C=CC(C)(O)CCC(O)C(C)(C)OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,2.0,80.0,0.004,Aerial parts,Apocynaceae,Solenostemma argel,"Phytochemistry, 2000, 53, 937-940.",10.1016/s0031-9422(99)00447-1,MP00168,C1CCOCC1
TPCN00115,Tetrahydrodesoxycordifoline,'34371-47-6',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,Monoterpenoids,0.1,4.0,0.004,Leaves,Rubiaceae,Nauclea latifolia,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1248/cpb.51.58,MP00169,C1=CC(CC2NCCc3c2[nH]c2ccccc32)CC(OC2CCCCO2)O1
TPCN00116,"4-N-methyl-3,4-dehydrostrictosidine",'2149584-06-3',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC1=[N+](C)CCc2c1[nH]c1ccccc21,Monoterpenoids,0.0101,0.4,0.00396,Leaves,Rubiaceae,Palicourea sessilis,"J Nat Prod, 2017, 80, 3032-3037.",10.1021/acs.jnatprod.7b00681,MP00170,C1=CC(CC2=[NH+]CCc3c2[nH]c2ccccc32)CC(OC2CCCCO2)O1
TPCN00117,Rosmarinic acid,'20283-92-5',O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,Monoterpenoids,3.0,118.2,0.00394,Whole plants,Lamiaceae,Glechoma longituba,"J Asian Nat Prod Res, 2008, 10, 199-204.",10.1080/10286020701394480,MP00171,O=C(C=Cc1ccccc1)OCCc1ccccc1
TPCN00118,Artemisioside,'1301732-76-2',C=CC(C)(C)C(C=C(C)C)OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,0.2,7.8,0.0039,Aerial parts,Asteraceae,Artemisia ordosica,"J Nat Med, 2010, 64, 203-205.",10.1007/s11418-009-0385-x,MP00172,C1CCOCC1
TPCN00119,Hirsutanine D,'2134119-78-9',COC(=O)C1=COC(C)C2CN(CCC3(O)C(=O)Nc4ccccc43)C(=O)CC12,Monoterpenoids,1.0,39.0,0.0039,Stems,Rubiaceae,Uncaria hirsuta,"Fitoterapia, 2017, 116, 85-92.",10.1016/j.fitote.2016.11.013,MP00173,O=C1Nc2ccccc2C1CCN1CC2COC=CC2CC1=O
TPCN00120,8-epiloganic acid,'82509-41-9',CC1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C21,Monoterpenoids,5.0,193.0,0.00386,Stems,Orobanchaceae,Cistanche tubulosa,"Chem Pharm Bull (Tokyo), 2006, 54, 669-675.",10.1248/cpb.54.669,MP00174,C1=CC2CCCC2C(OC2CCCCO2)O1
TPCN00121,Bornyl Piperate,'769928-69-0',CC1(C)C2CCC1(C)C(OC(=O)C=CC=Cc1ccc3c(c1)OCO3)C2,Monoterpenoids,0.3145,12.0,0.003816,Roots,Piperaceae,Piper pedicellatum,"Chem Pharm Bull (Tokyo), 2004, 52, 760-761.",10.1248/cpb.52.760,MP00175,O=C(C=CC=Cc1ccc2c(c1)OCO2)OC1CC2CCC1C2
TPCN00122,Hirsutanine E,'2134110-35-1',COC(=O)C1=COC(C)C2CN(CCC3(O)C(=O)Nc4ccccc43)C(=O)CC12,Monoterpenoids,1.0,38.0,0.0038,Stems,Rubiaceae,Uncaria hirsuta,"Fitoterapia, 2017, 116, 85-92.",10.1016/j.fitote.2016.11.013,MP00176,O=C1Nc2ccccc2C1CCN1CC2COC=CC2CC1=O
TPCN00123,2-[4-Methyl-1-cyclohex-3-enyl]prop-2-en-1-O-6-malonyl-β-Dglucopyranosyl-(1→2)-6-malonyl-b-D-glucopyranoside,'1588563-76-1',C=C(COC1OC(COC(=O)CC(=O)O)C(O)C(O)C1OC1OC(COC(=O)CC(=O)O)C(O)C(O)C1O)C1CC=C(C)CC1,Monoterpenoids,0.315,11.9,0.003778,Aerial parts,Lamiaceae,Dracocephalum foetidum,"Phytochemistry, 2014, 101, 91-100.",10.1016/j.phytochem.2014.02.007,MP00177,C=C(COC1OCCCC1OC1CCCCO1)C1CC=CCC1
TPCN00124,Tabernaelegantine C,'58865-83-1',CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3c(OC)ccc4c5c([nH]c34)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC,Monoterpenoids,5.0,182.0,0.00364,Aerial parts,Apocynaceae,Tabernaemontana bufalina,"Planta Med, 2018, 84, 1127-1133.",10.1055/a-0608-4988,MP00178,c1ccc2c3c([nH]c2c1)C(c1cccc2c4c([nH]c12)C1CC2CCC1N(CC4)C2)CC1CCNC(C3)C1
TPCN00125,Lochnerine,'522-47-4',CC=C1CN2C3CC1C(CO)C2Cc1c3[nH]c2ccc(OC)cc12,Monoterpenoids,8.5,300.0,0.003529,Whole plants,Paeoniaceae,Rauvolfia yunnanensis,"Molecules, 2019, 24.",10.3390/molecules24244574,MP00179,C=C1CN2C3Cc4c([nH]c5ccccc45)C2CC1C3
TPCN00126,Taberdivarines C,'1662688-28-9',CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3ccc4[nH]c5c(c4c3)CCN3CC4CC(CC)C3C5(C(=O)OC)C4)CC1C2C(=O)OC,Monoterpenoids,5.0,169.0,0.00338,Aerial parts,Apocynaceae,Tabernaemontana bufalina,"Planta Med, 2018, 84, 1127-1133.",10.1055/a-0608-4988,MP00180,c1ccc2c3c([nH]c2c1)C(c1ccc2[nH]c4c(c2c1)CCN1CC2CCC1C4C2)CC1CCNC(C3)C1
TPCN00127,Moudanpioside C,'172760-03-1',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccc(O)cc2)C(O)C(O)C1O,Monoterpenoids,1.5,50.0,0.003333,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2016, 108, 55-61.",10.1016/j.fitote.2015.11.011,MP00181,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00128,Eburenine,'19751-76-9',CCC12CCCN3CCC4(C(=Nc5ccccc54)CC1)C32,Monoterpenoids,3.0,100.0,0.003333,Whole plants,Apocynaceae,Rhazya stricta,"Fitoterapia, 2018, 128, 1-28.",10.1016/j.fitote.2018.04.018,MP00187,c1ccc2c(c1)N=C1CCC3CCCN4CCC12C34
TPCN00129,Galloyloxypaeoniflorin,'145898-93-7',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,Monoterpenoids,2.0,65.6,0.00328,Roots,Paeoniaceae,Paeonia obovata,"Chem Pharm Bull (Tokyo), 2000, 48, 201-207.",10.1248/cpb.48.201,MP00188,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00130,Bartsioside,'62133-72-6',OCC1=CCC2C=COC(OC3OC(CO)C(O)C(O)C3O)C12,Monoterpenoids,5.0,164.0,0.00328,Stems,Orobanchaceae,Cistanche tubulosa,"Chem Pharm Bull (Tokyo), 2006, 54, 669-675.",10.1248/cpb.54.669,MP00191,C1=CC2C(C=COC2OC2CCCCO2)C1
TPCN00131,"Β-D-Glucopyranose, 1-[(2E,6S)-6-hydroxy-2,6-dimethyl-2,7-octadienoate]",'204327-12-8',C=CC(C)(O)CCC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,1.4,45.2,0.003229,Leaves,Verbenaceae,Lantana lilacia,"Planta Med, 1998, 64, 78-79.",10.1055/s-2006-957374,MP00192,C1CCOCC1
TPCN00132,Kankanosides E,'906080-70-4',CC(=CCCC(C)CCOC1OC(CO)C(O)C(O)C1O)C(=O)O,Monoterpenoids,5.0,161.0,0.00322,Stems,Orobanchaceae,Cistanche tubulosa,"Chem Pharm Bull (Tokyo), 2006, 54, 669-675.",10.1248/cpb.54.669,MP00193,C1CCOCC1
TPCN00133,"14,15-dehydrovincamine",'32790-09-3',CCC12C=CCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,Monoterpenoids,9.5,305.0,0.003211,Aerial parts,Apocynaceae,Melodinus khasianus,"J Nat Prod, 2016, 79, 2158-2186.",10.1021/acs.jnatprod.6b00011,MP00194,C1=CC2CCn3c4c(c5ccccc53)CCN(C1)C42
TPCN00134,Scandine,'24314-59-8',C=CC12C=CCN3CCC4(c5ccccc5NC(=O)C4(C(=O)OC)C1)C32,Monoterpenoids,10.0,321.0,0.00321,Roots,Apocynaceae,Melodinus axillaris,"Fitoterapia, 2016, 115, 173-176.",10.1016/j.fitote.2016.10.012,MP00195,O=C1Nc2ccccc2C23CCN4CC=CC(CC12)C43
TPCN00135,Parkinsenes A,'1571094-55-7',C=CC1(C)CCC=C(C)C(=O)OC2C(C)OC(O1)C(O)C2O,Monoterpenoids,0.75,24.0,0.0032,Aerial parts,Fabaceae,Parkinsonia aculeata,"Cell Biochem Biophys, 2013, 65, 301-313.",10.1007/s12013-012-9433-3,MP00197,O=C1C=CCCCOC2CCC(CO2)O1
TPCN00136,Dregamine,'2299-26-5',CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,Monoterpenoids,3.5,112.0,0.0032,Roots,Apocynaceae,Tabernaemontana elegans,"J Ethnopharmacol, 2013, 149, 463-470.",10.1016/j.jep.2013.06.051,MP00198,O=C1CC2CCNC(Cc3c1[nH]c1ccccc31)C2
TPCN00137,Mudanpioside-H,'231280-71-0',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(COC(=O)c2ccc(O)cc2)C(O)C(O)C1O,Monoterpenoids,2.0,60.0,0.003,Barks,Paeoniaceae,Paeonia suffruticosa,"Arch Pharm Res, 2006, 29, 815-821.",10.1007/bf02973899,MP00199,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00138,"Thymoquinol 2,5-O-b-diglucopyranoside (3),",'359875-76-6',Cc1cc(OC2OC(CO)C(O)C(O)C2O)c(C(C)C)cc1OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,2.0,60.0,0.003,Aerial parts,Lamiaceae,Origanum syriacum,"Phytochemistry, 2001, 58, 1149-1152.",10.1016/s0031-9422(01)00386-7,MP00201,c1cc(OC2CCCCO2)ccc1OC1CCCCO1
TPCN00139,Rhazicine,'93772-10-2',CC=C1CN2CCC34c5ccccc5NC5OC3(O)C2CC1C54C(=O)OC,Monoterpenoids,3.0,90.0,0.003,Whole plants,Apocynaceae,Rhazya stricta,"Fitoterapia, 2018, 128, 1-6.",10.1016/j.fitote.2018.04.018,MP00202,C=C1CN2CCC34c5ccccc5NC5OC3C2CC1C54
