ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN03241,14-Oacetylmicranthanoside G,'2293099-34-8',CC(=O)OC1C2CCC3C(C)(O)C4CC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4(O)C(O)CC13CC2(C)O,Diterpenoids,30.1,3.2,1.1e-05,Leaves,Ericaceae,Rhododendron micranthum,"J Nat Prod 81, 2673-2681 (2018).",10.1021/acs.jnatprod.8b00490,DP01196
TPCN03242,Grayanotoxins IV,'30272-17-4',C=C1C2CCC3C(OC(C)=O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,Diterpenoids,30.1,3.2,1.1e-05,Leaves,Ericaceae,Rhododendron micranthum,"Phytochemistry 158, 1-12 (2019).",10.1016/j.phytochem.2018.10.017,DP01197
TPCN03243,"15-O-beta-d-apiofuranosyl-(1-->2)-beta-d-glucopyranosyl-18-O-beta-d-glucopyranosy l-13(E)-ent-labda-8(9),13(14)-diene-3beta,15,18-triol",'1881241-06-0',CC(=CCCOC1OC(CO)C(O)C(OC2OCC(O)(CO)C2O)C1O)CC1=C(C)CCC2C1(C)CCC(O)C2(C)COC1OC(CO)C(O)C(O)C1O,Diterpenoids,50.5,5.0,1e-05,Fruits,Rosaceae,Rubus chingii,"Fitoterapia 102, 23-26 (2015).",10.1016/j.fitote.2015.01.007,DP01198
TPCN03244,Crotonol B,'2307233-83-4',CC1=CC2=C3C(=CC(C)(C)C(=O)C(O)C3C)C=C(CO)CC2(O)C1=O,Diterpenoids,30.0,3.1,1e-05,Leaves,Euphorbiaceae,Croton tiglium,"Org Biomol Chem 17, 195-202 (2018).",10.1039/c8ob02519c,DP01199
TPCN03245,Triptonoterpene,'99694-87-8',CC(C)c1ccc2c(c1O)CCC1C(C)(C)C(=O)CCC21C,Diterpenoids,100.0,10.0,1e-05,Roots,Celastraceae,Tripterygium wilfordii,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1610749,DP01200
TPCN03309,7-Dehydro-nor-erythrosuamide,'918959-95-2',COC(=O)C1(C)CCCC2(C)C3CCC(=CC(=O)N(C)CCO)C(C)C3=C(O)C(=O)C12,Diterpenoids,15.0,13.0,8.7e-05,Barks,Fabaceae,Erythrophleum fordii,Planta Med 2006; 72: 442±449,10.1055/s-2005-916264,DP01268
TPCN03330,Farnesirane B,'1187656-76-3',CC1(C)CCCC2(C)C3CCC4=C(C(=O)OCC4)C3OC(O)CC12,Diterpenoids,8.5,6.7,7.9e-05,Roots,Fabaceae,Acacia farnesiana,Planta Med 2009; 75: 256–261,10.1055/s-0028-1112201,DP01289
TPCN03331,Flavaconidine,'125286-17-1',COCC12CCC(O)C34C(C(C(OC)C13)C1(OC(C)=O)C(O)C(OC)C3(O)CC4(O)C1C3OC(=O)c1ccccc1)N(C=O)C2,Diterpenoids,20.0,15.0,7.5e-05,Roots,Ranunculaceae,Aconitum nagarum,Planta Med 2005; 71: 1073±1076,10.1055/s-2005-873135,DP01290
TPCN03332,N-deethyl-N-methyl-12-epinapelline,'884867-09-8',C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(C)C5)C3CC2O,Diterpenoids,20.0,15.0,7.5e-05,Roots,Ranunculaceae,Aconitum nagarum,Planta Med 2005; 71: 1073±1076,10.1055/s-2005-873135,DP01291
TPCN03334,Denudatine,'26166-37-0',C=C1C2CCC3(C1O)C1CC4C5(C)CCCC4(C1N(CC)C5)C3C2O,Diterpenoids,20.0,12.0,6e-05,Roots,Ranunculaceae,Aconitum nagarum,Planta Med 2005; 71: 1073±1076,10.1055/s-2005-873135,DP01293
TPCN03335,6α-Hydroxy-nor-cassamide 22-O-β-D-galactopyranoside,'918959-98-5',COC(=O)C1(C)CCCC2(C)C3CCC(=CC(=O)N(C)CCOC4OC(CO)C(O)C(O)C4O)C(C)C3C(=O)C(O)C12,Diterpenoids,15.0,6.0,4e-05,Barks,Fabaceae,Erythrophleum fordii,Planta Med 2006; 72: 442±449,10.1055/s-2005-916264,DP01294
TPCN03336,Acasiane A,'1187656-73-0',CC1(CO)CCCC2(C)C3CCC4(C)C(CO)C4C3CCC12,Diterpenoids,8.5,3.3,3.9e-05,Roots,Fabaceae,Acacia farnesiana,Planta Med 2009; 75: 256–261,10.1055/s-0028-1112201,DP01295
TPCN03337,"Ent-kaur-16-ene-3β,13-diol",'1187555-49-2',C=C1CC23CCC4C(C)(C)C(O)CCC4(C)C2CCC1(O)C3,Diterpenoids,8.5,2.7,3.2e-05,Roots,Fabaceae,Acacia farnesiana,Planta Med 2009; 75: 256–261,10.1055/s-0028-1112201,DP01296
TPCN03338,Ent-kauran-16β-ol,'5524-17-4',CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(C)(O)C3,Diterpenoids,8.5,2.5,2.9e-05,Roots,Fabaceae,Acacia farnesiana,Planta Med 2009; 75: 256–261,10.1055/s-0028-1112201,DP01297
TPCN03340,3β-Acetyl-nor-erythrophlamide,'918959-96-3',COC(=O)C1(C)C(OC(C)=O)CCC2(C)C3CCC(=CC(=O)N(C)CCO)C(C)C3C(=O)CC21,Diterpenoids,15.0,3.0,2e-05,Barks,Fabaceae,Erythrophleum fordii,Planta Med 2006; 72: 442±449,10.1055/s-2005-916264,DP01299
TPCN03341,Farnesirane A,'1187656-75-2',COC1OCCC2=C1C1OC(O)CC3C(C)(C)CCCC3(C)C1CC2,Diterpenoids,8.5,1.2,1.4e-05,Roots,Fabaceae,Acacia farnesiana,Planta Med 2009; 75: 256–261,10.1055/s-0028-1112201,DP01300
TPCN03342,Acasiane B,'1187656-74-1',CC1(C)CCCC2(C)C3C(O)CC4(C)C(CO)C4C3CCC12,Diterpenoids,8.5,1.0,1.2e-05,Roots,Fabaceae,Acacia farnesiana,Planta Med 2009; 75: 256–261,10.1055/s-0028-1112201,DP01301
TPCN03348,Jatrofoliane A,'2409504-93-2',CC(=O)OC1C2=CC3(C)OC4(OC3(O)CC3C(CC4C)C3(C)C)C2CC1C,Diterpenoids,12.0,3.5,2.9e-05,Aerial parts,Euphorbiaceae,Jatropha gossypiifolia,"Organic Letters, 22(1), 106-109.",10.1021/acs.orglett.9b04029,DP01307
TPCN03349,Jatrofoliane B,'2409504-94-3',C=C(C)C1C=CC(C)OC(=O)C2CC(C)C(OC(C)=O)C2=CC(C)(O)C(=O)C1,Diterpenoids,12.0,4.3,3.6e-05,Aerial parts,Euphorbiaceae,Jatropha gossypiifolia,,10.1021/acs.orglett.9b04029,DP01308
TPCN03350,"12,19-dihydroxyabieta-8,11,13-trien-7-one",'2540589-06-6',CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(CO)C1CC2=O,Diterpenoids,5.5,2.4,4.4e-05,Whole plants,Selaginellaceae,Selaginella moellendorffii,,10.1002/cbdv.202000111,DP01309
TPCN03351,"?(3S,5R,10S)-3-hydroxy-12-O-demethyl-11-deoxy-19(4→3)-abeo-cryptojaponol",'2550060-14-3',C=C1C2CC(=O)c3cc(C(C)C)c(O)cc3C2(C)CCC1(C)O,Diterpenoids,5.5,1.2,2.2e-05,Whole plants,Selaginellaceae,Selaginella moellendorffii,"Chemistry & Biodiversity 17,  (2020).",10.1002/cbdv.202000111,DP01310
TPCN03357,Aconicarmisulfonine B,'2640572-10-5',CCN1CC2(C)CCC(O)C34C1C(CC23)C12CC(C(=O)CC14)C(S(=O)(=O)O)CC2=O,Diterpenoids,50.0,5.0,1e-05,Roots,Ranunculaceae,Aconitum carmichaelii,"Acta Pharmaceutica Sinica B, 10(10), 1954-1965",10.1016/j.apsb.2020.01.013,DP01316
TPCN03359,Chuanfusulfonine A,'2644672-85-3',CCN1CC2(C)CCC(O)C34C1C(CC23)C12CC(C(=O)CC14)C(O)(CS(=O)(=O)O)C2O,Diterpenoids,50.0,5.1,1e-05,Roots,Ranunculaceae,Aconitum carmichaelii,,10.1016/j.apsb.2020.01.013,DP01318
TPCN03361,Coreanine B,'2412446-34-3',C=C1CC23CC4C5C6(C)CC(OC(=O)C(C)CC)CC57C2C(O)C1C(O)C3(O)C7N4C6,Diterpenoids,9.1,5.0,5.5e-05,Roots,Ranunculaceae,Aconitum coreanum,,10.1002/cbdv.201900600,DP01320
TPCN03362,Coreanine C,'2412446-35-4',C=C1CC23CC4C5C6(C)CC(OC(=O)C(C)C)CC57C2C(OC(C)=O)C1C(O)C3(O)C7N4C6,Diterpenoids,9.1,5.0,5.5e-05,Roots,Ranunculaceae,Aconitum coreanum,,10.1002/cbdv.201900600,DP01321
TPCN03363,Coreanine D,'2412446-36-5',C=C1CC23CC4C5C6(C)CC(OC(C)=O)CC57C2C(OC(C)=O)C1C(OC(=O)c1ccccc1)C3(O)C7N4C6,Diterpenoids,9.1,4.0,4.4e-05,Roots,Ranunculaceae,Aconitum coreanum,,10.1002/cbdv.201900600,DP01322
TPCN03375,Caryopterisoid D,'2738342-07-7',CC1=CC(=O)OC1CC1(C)C(C)CCC2(C)C(C(=O)O)=CCCC21,Diterpenoids,18.8,9.0,4.8e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01334
TPCN03376,Caryopterisoid E,'2738342-26-0',CC1=CC(=O)OC1CC1(C)C(C)CCC2(C)C(C(=O)O)=CCCC21,Diterpenoids,18.8,15.0,8e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01335
TPCN03377,Caryopterisoid F,'2738343-52-5',CC1=CC(=O)OC1CC1(C)C(C)CCC2(C)C(C=O)=CCCC21,Diterpenoids,18.8,7.0,3.7e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01336
TPCN03378,Caryopterisoid G,'2738344-60-8',CC(=O)OCC1=CCCC2C1(C)CCC(C)C2(C)CC1OC(=O)C=C1C,Diterpenoids,18.8,15.0,8e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01337
TPCN03379,Caryopterisoid H,'2738350-94-0',CC(=O)OCC1=CCCC2C1(C)CCC(C)C2(C)CC1OC(=O)C=C1C,Diterpenoids,18.8,7.0,3.7e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01338
TPCN03381,Caryopterisoid J,'2738369-38-3',CC(CCO)CCC1(C)C(C)CCC2(C)C(C(=O)O)=CCCC21,Diterpenoids,18.8,13.0,6.9e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01340
TPCN03382,Caryopterisoid K,'2738369-40-7',CC(=CC(=O)O)CCC1(C)C(C)CCC2(C)C(C=O)=CCCC21,Diterpenoids,18.8,3.0,1.6e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01341
TPCN03384,Caryopterisoid M,'2738369-63-4',COC(CC(C)=CCC1(C)C(C)CCC2(C)C(C(=O)O)=CCCC21)OC,Diterpenoids,18.8,13.0,6.9e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01343
TPCN03385,Caryopterisoid N,'2738369-64-5',COC(CC(C)(CCC1(C)C(C)CCC2(C)C(C(=O)O)=CCCC21)OC)OC,Diterpenoids,18.8,6.0,3.2e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01344
TPCN03386,Caryopterisoid O,'2738369-70-3',CC(=O)CCC1(C)C(C)CCC2(C)C(C=O)=CCCC21,Diterpenoids,18.8,12.0,6.4e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01345
TPCN03387,Caryopterisoid P,'2738369-71-4',CC(=O)C=CC1(C)C(C)CCC2(C)C(C(=O)O)=CCCC21,Diterpenoids,18.8,11.0,5.9e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01346
TPCN03388,Caryopterisoid Q,'2738369-72-5',CCOC(C)Cc1cc2c(c(O)c1O)C1(C)CCC(C)=C(C)C1CC2=O,Diterpenoids,18.8,5.0,2.7e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01347
TPCN03389,Caryopteriside F,'2738369-78-1',COc1cc(C(=O)OCC2OC(OC3OC=CC4(O)C(O)C5OC5(C)C34)C(O)C(O)C2O)ccc1O,Diterpenoids,18.8,5.0,2.7e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01348
TPCN03390,Caryopteriside G,'2738369-79-2',COc1cc(C(=O)OCC2OC(OC3OC=CC4(O)CC5OC5(C)C34)C(O)C(O)C2O)ccc1O,Diterpenoids,18.8,17.0,9e-05,Whole plants,Lamiaceae,Caryopteris glutinosa,,10.1016/j.phytochem.2020.112534,DP01349
TPCN03392,Graveospene C,'2543579-95-7',C=CC(C)=CCC1(C)C(C)CC(O)C23C(=CC(OC(=O)CC(C)C)CC12)C(OC)OC3OC(C)=O,Diterpenoids,14.0,7.8,5.6e-05,Leaves,Salicaceae,Casearia graveolens,,10.1021/acs.jnatprod.9b00515,DP01351
TPCN03393,Graveospene B,'2590764-09-1',C=CC(C)=CCC1(C)C(C)CC(O)C23C(=CC(OC(=O)CC(C)C)CC12)C(OC)OC3OC,Diterpenoids,14.0,7.1,5.1e-05,Leaves,Salicaceae,Casearia graveolens,,10.1021/acs.jnatprod.9b00515,DP01352
TPCN03394,Graveospene D,'2590764-10-4',C=CC(C)=CCC1(C)C(C)CC(O)C23C(=CC(OC(=O)C(C)CC)CC12)C(OC)OC3OC(C)=O,Diterpenoids,14.0,4.8,3.4e-05,Leaves,Salicaceae,Casearia graveolens,,10.1021/acs.jnatprod.9b00515,DP01353
TPCN03395,Graveospene A,'2591158-31-3',C=CC(C)=CCC1(C)C(C)CC(O)C23C(=CC(OC(=O)CC(C)C)CC12)C(OC(C)=O)OC3OC(C)=O,Diterpenoids,14.0,13.4,9.6e-05,Leaves,Salicaceae,Casearia graveolens,"Journal of Natural Products, 83(1), 36-44.",10.1021/acs.jnatprod.9b00515,DP01354
TPCN03396,Graveospene E,'2591240-79-6',C=CC(C)=CCC1(C)C(C)CC(O)C23C(=CC(OC(=O)C(C)C)CC12)C(OC)OC3OC,Diterpenoids,14.0,13.2,9.4e-05,Leaves,Salicaceae,Casearia graveolens,,10.1021/acs.jnatprod.9b00515,DP01355
TPCN03401,Kurzipene E,'2347437-56-1',C=CC(=C)CCC1(C)C(C)CC(O)C23C(=CC(OC(C)=O)CC12)C(OC)OC3OC(C)=O,Diterpenoids,14.0,5.5,3.9e-05,Leaves,Salicaceae,Casearia kurzii,,10.1016/j.bioorg.2020.103741,DP01360
TPCN03403,Kurzipene D,'2522596-01-4',C=CC(=C)CCC1(C)C(C)CC(O)C23C(=CC(OC(C)=O)CC12)C(OC(C)=O)OC3OC(C)=O,Diterpenoids,14.0,5.9,4.2e-05,Leaves,Salicaceae,Casearia kurzii,,10.1016/j.bioorg.2020.103741,DP01362
TPCN03404,Kurzipene A,'2522596-80-9',C=CC(=C)CCC1(C)C(C)CC(OC)C23C(=CC(O)CC12)C(OC)OC3OC(C)=O,Diterpenoids,14.0,8.8,6.3e-05,Leaves,Salicaceae,Casearia kurzii,"Bioorganic Chemistry 98,  (2020).",10.1016/j.bioorg.2020.103741,DP01363
TPCN03408,Cephafortunoid C,'2711759-54-3',CC1CC2OC(=O)C13CCC14CC(OC1=O)C1(O)OC1(C)C1(O)CC2C3C41,Diterpenoids,40.0,7.0,1.8e-05,Aerial parts,Taxaceae,Cephalotaxus fortunei,,10.1016/j.bioorg.2020.104226,DP01367
TPCN03409,Cephafortunoid D,'2711795-61-6',CC1CC2OC(=O)C13CCC14CC(OC1=O)C1OC1(C)C1CC2(O)C3C14O,Diterpenoids,40.0,7.0,1.8e-05,Aerial parts,Taxaceae,Cephalotaxus fortunei,,10.1016/j.bioorg.2020.104226,DP01368
TPCN03412,Cheodontoin D,'2696327-02-1',C=CC(C)(O)C(O)CC1C(=C)CCC2C(C)(C(=O)O)CCCC12C,Diterpenoids,8.0,7.0,8.8e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01371
TPCN03413,Cheodontoin E,'2696328-27-3',C=CC(C)(O)C(O)CC1C(=C)CCC2C(C)(C(=O)O)CCCC12C,Diterpenoids,8.0,6.0,7.5e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01372
TPCN03414,Cheodontoin F,'2696328-28-4',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1C=CC(C)=CCO,Diterpenoids,8.0,1.1,1.4e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01373
TPCN03415,Cheodontoin G,'2696330-27-3',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1C=CC(C)=CC=O,Diterpenoids,8.0,4.0,5e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01374
TPCN03416,Cheodontoin H,'2696330-28-4',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1C=C1OC(=O)C=C1C,Diterpenoids,8.0,1.8,2.3e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01375
TPCN03417,Cheodontoin I,'2696330-30-8',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1CCC(C)=O,Diterpenoids,8.0,2.1,2.6e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01376
TPCN03418,Cheodontoin J,'2696330-31-9',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1CCO,Diterpenoids,8.0,4.4,5.5e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01377
TPCN03419,Cheodontoin K,'2696330-32-0',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1CO,Diterpenoids,8.0,2.2,2.8e-05,Aerial parts,Lamiaceae,Chelonopsis odontochila,,10.1016/j.bioorg.2020.103571,DP01378
TPCN03421,Cafemide A,'2423991-05-1',CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)NC5=CCC4(C)C2CCC1C3,Diterpenoids,30.0,15.2,5.1e-05,Seeds,Rubiaceae,Coffea arabica,"Journal of Agricultural and Food Chemistry 68, 6112-6121 (2020).",10.1021/acs.jafc.9b08149,DP01380
TPCN03422,Cafemide B,'2423991-07-3',CCCCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)NC5=CCC4(C)C2CCC1C3,Diterpenoids,30.0,3.1,1e-05,Seeds,Rubiaceae,Coffea arabica,,10.1021/acs.jafc.9b08149,DP01381
TPCN03423,Cafemide D,'2423991-11-9',CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)NC5=CC(O)C4(C)C2CCC1C3,Diterpenoids,30.0,8.2,2.7e-05,Seeds,Rubiaceae,Coffea arabica,,10.1021/acs.jafc.9b08149,DP01382
TPCN03424,Cafemide F,'2423991-15-3',CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)NC56OC6C(O)C4(C)C2CCC1C3,Diterpenoids,30.0,5.5,1.8e-05,Seeds,Rubiaceae,Coffea arabica,,10.1021/acs.jafc.9b08149,DP01383
TPCN03425,Cafemide E,'2423991-17-5',CCCCCC=CCC=CCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)NC56OC6CC4(C)C2CCC1C3,Diterpenoids,30.0,3.0,1e-05,Seeds,Rubiaceae,Coffea arabica,,10.1021/acs.jafc.9b08149,DP01384
TPCN03434,Daphgenkin B,'2485004-02-0',C=C(C)C1(O)C(OC(=O)c2ccccc2)C(C)C2(O)C(C(O)C(O)(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCC,Diterpenoids,15.0,2.9,1.9e-05,Flowers,Thymelaeaceae,Daphne genkwa,,10.1021/acs.jnatprod.0c00003,DP01393
TPCN03435,Daphgenkin C,'2485004-03-1',C=C(C)C1(O)C(OC(C)=O)C(C)C2(O)C(C(O)C(O)(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCC,Diterpenoids,15.0,12.8,8.5e-05,Flowers,Thymelaeaceae,Daphne genkwa,,10.1021/acs.jnatprod.0c00003,DP01394
TPCN03436,Daphgenkin D,'2485004-04-2',C=C(C)C1(O)C(O)C2C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC3C2(O)C(C)C1OC(C)=O,Diterpenoids,15.0,1.6,1.1e-05,Flowers,Thymelaeaceae,Daphne genkwa,,10.1021/acs.jnatprod.0c00003,DP01395
TPCN03438,Daphgenkin A,'2593439-31-5',C=C(C)C12OC3(C=CC=CCCCCC)OC1C1C(O)C(O)(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)c1ccccc1,Diterpenoids,15.0,8.4,5.6e-05,Flowers,Thymelaeaceae,Daphne genkwa,"Journal of Natural Products, 83(4), 1238-1248",10.1021/acs.jnatprod.0c00003,DP01397
TPCN03439,Daphgenkin G,'2593439-77-9',C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)CCC,Diterpenoids,15.0,3.7,2.5e-05,Flowers,Thymelaeaceae,Daphne genkwa,,10.1021/acs.jnatprod.0c00003,DP01398
TPCN03464,Euphornan F,'2685762-55-2',CC(=O)OC1C(C)C(=O)C23CC(C)C(OC(C)=O)C2(C=C(C)C(O)C(OC(=O)c2ccccc2)C2C1C2(C)COC(=O)c1cccnc1)O3,Diterpenoids,7.5,6.0,8e-05,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01423
TPCN03465,Euphornan G,'2685765-73-3',CC(=O)OC1C(C)=CC23OC2(CC(C)C3O)C(=O)C(C)C(OC(C)=O)C2C(C1OC(=O)c1ccccc1)C2(C)COC(=O)c1cccnc1,Diterpenoids,7.5,3.1,4.1e-05,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01424
TPCN03469,Euphornan K,'2685775-23-7',CC(=O)OC1C(C)C(=O)C23CC(C)C(OC(C)=O)C2(C=C(C)C(OC(=O)c2ccccc2)C(OC(C)=O)C2C1C2(C)COC(=O)c1ccccc1)O3,Diterpenoids,7.5,5.3,7.1e-05,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01428
TPCN03471,Euphornan M,'2685775-26-0',CCC(C)C(=O)OC1C(OC(C)=O)C(C)=CC23OC2(CC(C)C3OC(C)=O)C(=O)C(C)C(OC(C)=O)C2C1C2(C)COC(=O)c1ccccc1,Diterpenoids,7.5,5.7,7.6e-05,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01430
TPCN03472,Euphornan N,'2685775-35-1',CC(=O)OC1C(C)C(=O)C23CC(C)C(OC(C)=O)C2(C=C(C)C(O)C(OC(=O)c2ccccc2)C2C1C2(C)COC(=O)c1ccccc1)O3,Diterpenoids,7.5,4.0,5.3e-05,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01431
TPCN03478,Euphornan T,'2685776-23-0',CCC(C)C(=O)OC1C(OC(C)=O)C(C)=CC23OC2(CC(C)C3OC(C)=O)C(=O)C(C)C(OC(C)=O)C2C1C2(C)COC(C)=O,Diterpenoids,7.5,4.0,5.3e-05,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01437
TPCN03481,Eupneria N,'2575765-87-4',C=CC1(C)C=C2C(OC)CC3C(C)(CO)C(O)CCC3(C)C2CC1,Diterpenoids,25.0,5.2,2.1e-05,Barks,Euphorbiaceae,Euphorbia neriifolia,,10.1016/j.phytochem.2020.112373,DP01440
TPCN03482,Eupneria J,'2575765-93-2',C=CC1(C)C=C2CCC3C(C)(O)C(O)CCC3(C)C2CC1,Diterpenoids,25.0,2.7,1.1e-05,Barks,Euphorbiaceae,Euphorbia neriifolia,,10.1016/j.phytochem.2020.112373,DP01441
TPCN03486,Euphnerin B,'2647961-87-1',C=CC1(C)CCC2(C)C(=O)C3(CCC2C1)C(O)CCC3(C)C,Diterpenoids,9.0,2.2,2.4e-05,Stems,Euphorbiaceae,Euphorbia neriifolia,,10.1021/acs.jnatprod.0c00249,DP01445
TPCN03493,Xerophilsin E,'2756373-54-1',COCC1C(=O)C23C4OC5OC2(O)C(O)C2C(C)(C)CCCC52C3C(OC(C)=O)CC14,Diterpenoids,13.0,2.0,1.5e-05,Aerial parts,Lamiaceae,Isodon xerophilus,,10.1021/acs.jnatprod.0c00983,DP01452
TPCN03494,Xerophilsin F,'2756375-08-1',COCC1C(=O)C23C4OC5OC2(O)C(O)C2C(C)(C)CCCC52C3C(OC(C)=O)CC14,Diterpenoids,13.0,2.0,1.5e-05,Aerial parts,Lamiaceae,Isodon xerophilus,,10.1021/acs.jnatprod.0c00983,DP01453
TPCN03495,Xerophilsin G,'2756375-09-2',CC(=O)OC1CC2C3OC4OC5(O)C(O)C6C(C)(C)CCCC46C1C35C(=O)C21CO1,Diterpenoids,13.0,1.6,1.2e-05,Aerial parts,Lamiaceae,Isodon xerophilus,,10.1021/acs.jnatprod.0c00983,DP01454
TPCN03496,Xerophilsin H,'2756375-10-5',COCC1C(=O)C23C(O)C1CCC2C12CCCC(C)(C)C1C(=O)C3(O)C2O,Diterpenoids,13.0,2.0,1.5e-05,Aerial parts,Lamiaceae,Isodon xerophilus,,10.1021/acs.jnatprod.0c00983,DP01455
TPCN03506,?phlomoideside A,'2562383-54-2',COC(=O)C1(O)CCOC1OC1C(OC(=O)C2(C)CCCC3(C)C(CCc4ccoc4)=C(C)CCC23)OC(CO)C(O)C1O,Diterpenoids,5.0,4.3,8.6e-05,Roots,Lamiaceae,Phlomoides betonicoides,,10.1016/j.phytochem.2020.112325,DP01465
TPCN03507,?phlomoideside B,'2562383-55-3',COC(=O)C1(O)CCOC1OC1C(OC(=O)C2(C)CCCC3(C)C(CCc4ccoc4)=C(C)CCC23)OC(CO)C(O)C1O,Diterpenoids,5.0,2.1,4.2e-05,Roots,Lamiaceae,Phlomoides betonicoides,,10.1016/j.phytochem.2020.112325,DP01466
TPCN03509,?phlomoideside D,'2562383-57-5',COC(=O)COC(OC1C(OC(=O)C2(C)CCCC3(C)C(CCc4ccoc4)=C(C)CCC23)OC(CO)C(O)C1O)C(O)C(=O)OC,Diterpenoids,5.0,1.8,3.6e-05,Roots,Lamiaceae,Phlomoides betonicoides,,10.1016/j.phytochem.2020.112325,DP01468
TPCN03510,?phlomoideside E,'2562383-58-6',COC(=O)C1(O)CC(OC2C(OC(=O)C3(C)CCCC4(C)C(CCc5ccoc5)=C(C)CCC34)OC(CO)C(O)C2O)OCCC1=O,Diterpenoids,5.0,1.3,2.6e-05,Roots,Lamiaceae,Phlomoides betonicoides,,10.1016/j.phytochem.2020.112325,DP01469
TPCN03511,?phlomoideside F,'2562383-59-7',CC1=C(CCc2ccoc2)C2(C)CCCC(C)(C(=O)OC3OC(CO)C(O)C(O)C3OC3OCCC34NC(=O)NC4=O)C2CC1,Diterpenoids,5.0,3.6,7.2e-05,Roots,Lamiaceae,Phlomoides betonicoides,,10.1016/j.phytochem.2020.112325,DP01470
