ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN05664,Ethyl leptauloside C,'2170848-97-0',CCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(CO)C(OC(=O)C=Cc5ccc(OC)cc5)CC34C)C2(C)C=O)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OCC(O)C(O)C2OC2OCC(O)C(O)C2O)C1O,Triterpenoids,0.003,3.0,0.1,Roots,Cardiopteridaceae,Leptaulus citroides,Nat Prod Bioprospect. 2016 Feb;6(1):31-9.,10.1007/s13659-015-0083-1.,TP02765
TPCN05665,Ethyl leptauloside A,'2170848-95-8',CC=C(C)C(=O)OC1CC2(C)C(=CCC3C4(C)CCC(OC5OC(C(=O)OCC)C(O)C(OC6OCC(O)C(O)C6OC6OCC(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)C(C)(C=O)C4CCC32C)C2CC(C)(C)CC(O)C12CO,Triterpenoids,0.003,3.0,0.1,Roots,Cardiopteridaceae,Leptaulus citroides,Nat Prod Bioprospect. 2016 Feb;6(1):31-9.,10.1007/s13659-015-0083-1.,TP02766
TPCN05894,Apioglycyrrhizin,'121709-66-8',CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)(CO)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,1.0,3200.0,0.32,Roots,Fabaceae,Glycyrrhiza inflata,Chem Pharm Bull (Tokyo) . 1993 Aug;41(8):1350-7,10.1248/cpb.41.1350,TP03010
TPCN05895,"Β-amyrin 5-phenylpenta-2,4-dienoate",'54303-80-9',CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC(=O)C=CC=Cc6ccccc6)C(C)(C)C5CCC43C)C2C1,Triterpenoids,2.7,6900.0,0.255556,Stems,Apocynaceae,Peltastes peltatus,Phytochem Anal . Nov-Dec 2004;15(6):339-44,10.1002/pca.774,TP03011
TPCN05896,Sideroxyloside A,'155740-08-2',CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CC(O)C(OC9OC(CO)C(O)C(O)C9O)C(C)(CO)C8C(O)CC7(C)C5(C)CC6)OCC(O)C4O)C(O)C3O)C2O)C(O)C(O)C1O,Triterpenoids,0.095,200.0,0.210526,Roots,Sapotaceae,Sideroxylon cubense,Phytochemistry . 1994 Mar;35(4):1013-5,10.1016/s0031-9422(00)90658-7,TP03012
TPCN05897,Beesioside B,'401837-68-1',CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CCC5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CC(O)C23CO)O1,Triterpenoids,1.5,2500.0,0.166667,Whole plants,Ranunculaceae,Beesia calthaefolia,J Nat Prod . 2002 Jan;65(1):42-7,10.1021/np010293p,TP03013
TPCN05898,Licorice-saponin H2,'118441-85-3',CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,1.0,1500.0,0.15,Roots,Fabaceae,Glycyrrhiza inflata,Chem Pharm Bull (Tokyo) . 1993 Aug;41(8):1350-7,10.1248/cpb.41.1350,TP03014
TPCN05899,Cycloalpioside C,'176330-31-7',CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CCC5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CC(O)C23C)O1,Triterpenoids,1.5,2200.0,0.146667,Whole plants,Ranunculaceae,Beesia calthaefolia,J Nat Prod . 2002 Jan;65(1):42-7,10.1021/np010293p,TP03015
TPCN05900,Araboglycyrrhizin,'121687-83-0',CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,1.0,1400.0,0.14,Roots,Fabaceae,Glycyrrhiza inflata,Chem Pharm Bull (Tokyo) . 1993 Aug;41(8):1350-7,10.1248/cpb.41.1350,TP03016
TPCN05901,Mukurozi-saponin E1,'87733-78-6',CC(=O)OC1COC(OC2C(O)C(C)OC(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(=O)O)CCC56C)C4(C)CO)OCC(O)C3O)C2O)C(O)C1O,Triterpenoids,1.6,2100.0,0.13125,Peels,Sapindaceae,Sapindus emarginatus,Chem Pharm Bull (Tokyo) . 2001 Sep;49(9):1195-7,10.1248/cpb.49.1195,TP03017
TPCN05902,Beesioside I,'98036-86-3',CC(=O)OC1C2C3(C)CCC(C(C)(C)O)(OCC24CCC25CC26CCC(OC2OCC(O)C(O)C2O)C(C)(C)C6CCC5C4(C)C1OC(C)=O)O3,Triterpenoids,3.5,4500.0,0.128571,Subterraneous stems,Ranunculaceae,Beesia calthifolia,J Nat Prod . 2002 Feb;65(2):147-52,10.1021/np010294h,TP03019
TPCN05903,Diplazioside VI,'324529-39-7',CC1(C)OC(=O)C23CCC1C2(O)CCC1(C)C3CCC2C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(CO)C3CCC21C,Triterpenoids,0.03,34.6,0.115333,Whole plants,Athyriaceae,Deparia lancea,Chem Pharm Bull (Tokyo) . 2000 Dec;48(12):1930-4,10.1248/cpb.48.1930,TP03020
TPCN05904,"A′-Neogammaceran-28-oic acid, 3-[[2-O-(6-O-acetyl-β-D-glucopyranosyl)-β-D-glucopyranosyl]oxy]-22,23,29-trihydroxy-, δ-lactone, (3β,4β,22R)-",'323586-67-0',CC(=O)OCC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CCC4C67CCC(C6CCC45C)C(C)(CO)OC7=O)C3(C)CO)OC(CO)C(O)C2O)C(O)C(O)C1O,Triterpenoids,0.03,31.8,0.106,Whole plants,Athyriaceae,Deparia lancea,Chem Pharm Bull (Tokyo) . 2000 Dec;48(12):1930-4,10.1248/cpb.48.1930,TP03021
