ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID,Scaffold_Smiles
TPCN00534,6’-O-acetylgeniposide,'1174662-69-1',COC(=O)C1=COC(OC2OC(COC(C)=O)C(O)C(O)C2O)C2C(CO)=CCC12,Monoterpenoids,3.0,4.8,0.00016,Fruits,Rubiaceae,Gardeniae fructus,"Chem Biodivers, 2012, 9, 1490-1500.",10.1002/cbdv.201200030,MP00670,C1=CC2C(C=COC2OC2CCCCO2)C1
TPCN00535,Palbinone,'139954-00-0',CC1(C)C(O)CCC2(C)C1CCC1(C)C2C=CC2=C(O)C(=O)C(=O)C21C,Monoterpenoids,9.4,15.0,0.00016,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2014, 98, 124-129.",10.1016/j.fitote.2014.07.017,MP00671,O=C1C=C2C=CC3C4CCCCC4CCC3C2C1=O
TPCN00536,Minfiensine-N(4)-oxide,'1287228-48-1',CC=C1C[N+]2([O-])CCC34C=C(CO)C1CC32Nc1ccccc14,Monoterpenoids,7.0,11.0,0.000157,Aerial parts,Loganiaceae,Gardneria ovata,"J Nat Prod, 2011, 74, 1073-1078.",10.1021/np2000254,MP00672,C=C1C[NH+]2CCC34C=CC1CC23Nc1ccccc14
TPCN00537,Anisolactone,'94418-50-5',CC(=CCOc1c2ccoc2cc2oc(=O)ccc12)CC1C=C(C)C(=O)O1,Monoterpenoids,12.0,18.8,0.000157,Peels,Rutaceae,Clausena lansium,"Planta Med, 2014, 80, 955-961.",10.1055/s-0034-1382839,MP00673,O=C1C=CC(CC=CCOc2c3ccoc3cc3oc(=O)ccc23)O1
TPCN00538,Chanofruticosinic acid,'80151-88-8',COC(=O)N1c2ccccc2C23C4CN5CCCC(CCC12C(=O)O)(CC4=O)C53,Monoterpenoids,8.5,13.0,0.000153,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00674,O=C1CC23CCCN4CC1C1(c5ccccc5NC1CC2)C43
TPCN00539,6’-O-sinapoylgeniposide,'1012306-66-9',COC(=O)C1=COC(OC2OC(COC(=O)C=Cc3cc(OC)c(O)c(OC)c3)C(O)C(O)C2O)C2C(CO)=CCC12,Monoterpenoids,3.0,4.5,0.00015,Fruits,Rubiaceae,Gardeniae fructus,"Chem Biodivers, 2012, 9, 1490-1502.",10.1002/cbdv.201200030,MP00675,O=C(C=Cc1ccccc1)OCC1CCCC(OC2OC=CC3CC=CC32)O1
TPCN00540,Lstoyunines F,'1188932-16-2',COC(C)C1C2CC3C4=Nc5ccccc5C45CC(C2C5OC(C)=O)N3C1O,Monoterpenoids,12.0,18.0,0.00015,Whole plants,Apocynaceae,Alstonia yunnanensis,"J Nat Prod, 2009, 72, 1836-1841.",10.1021/np900374s,MP00676,c1ccc2c(c1)N=C1C3CC4CCN3C3CC12CC43
TPCN00541,Melodinine C,'1207530-23-1',CCC1CN2CCC34c5ccccc5-n5c3c(cc(C(=O)O)c5=O)C1CC24,Monoterpenoids,12.0,18.0,0.00015,Seeds,Apocynaceae,Melodinus henryi,"J Nat Prod, 2010, 73, 22-26.",10.1021/np900595v,MP00677,O=c1ccc2c3n1-c1ccccc1C31CCN3CCC2CC31
TPCN00542,"(1R), (3R)-4-methylene-1-(1-methylethyl)-(1,3)-cyclohexanediol",'1373248-90-8',C=C1CCC(O)(C(C)C)CC1O,Monoterpenoids,10.0,15.0,0.00015,Seeds,Rutaceae,Clausena lansium,"Nat Prod Res, 2013, 27, 558-562.",10.1080/14786419.2012.678354,MP00678,C=C1CCCCC1
TPCN00543,Mappianines E,'2156608-31-8',CC=C(C=O)C1CC2c3[nH]c4ccccc4c3CC(C(=O)O)N2C=C1C(=O)OC,Monoterpenoids,20.0,30.0,0.00015,Stems,Icacinaceae,Mappianthus iodoides,"Phytochemistry, 2018, 145, 68-76.",10.1016/j.phytochem.2017.10.009,MP00679,C1=CN2CCc3c([nH]c4ccccc34)C2CC1
TPCN00544,6'-O-Galloyl Desbenzoylpaeoniflorin,'262350-51-6',CC12CC3(O)OC(O1)C1(CO)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,Monoterpenoids,2.0,3.0,0.00015,Roots,Paeoniaceae,Paeonia obovata,"Chem Pharm Bull (Tokyo), 2000, 48, 201-207.",10.1248/cpb.48.201,MP00680,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43)O1)c1ccccc1
TPCN00545,Vinorine,'34020-07-0',CC=C1CN2C3CC1C1C2CC2(C3=Nc3ccccc32)C1OC(C)=O,Monoterpenoids,12.0,13.0,0.000108,Whole plants,Apocynaceae,Alstonia yunnanensis,"J Nat Prod, 2009, 72, 1836-1841.",10.1021/np900374s,MP00681,C=C1CN2C3CC1C1CC4(CC12)C3=Nc1ccccc14
TPCN00546,Glucoside 13,'499155-80-5',CC1=CC(OC2OC(CO)C(O)C(O)C2O)C(O)(C(C)C)CC1O,Monoterpenoids,2.0,3.0,0.00015,Seeds,Apiaceae,Cuminum cyminum,"Chem Pharm Bull (Tokyo), 2002, 50, 1471-1478.",10.1248/cpb.50.1471,MP00683,C1=CC(OC2CCCCO2)CCC1
TPCN00547,10-O-(4’’-O-Methylsuccinoyl)geniposide,'1399831-50-5',COC(=O)CCC(=O)OCC1=CCC2C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C12,Monoterpenoids,3.0,4.4,0.000147,Fruits,Rubiaceae,Gardeniae fructus,"Chem Biodivers, 2012, 9, 1490-1505.",10.1002/cbdv.201200030,MP00684,C1=CC2C(C=COC2OC2CCCCO2)C1
TPCN00548,Paeonidanin C,'1181222-81-0',COC1OC2(C)CC(=O)C3CC2(OC2OC(COC(=O)c4ccccc4)C(O)C(O)C2O)C13COC(=O)c1ccc(O)cc1,Monoterpenoids,14.0,20.0,0.000143,Roots,Paeoniaceae,Paeonia suffruticosa,"Fitoterapia, 2012, 83, 1598-1604.",10.1016/j.fitote.2012.09.008,MP00685,O=C(OCC1CCCC(OC23CC4C(=O)CC2OCC43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00549,Nb-demethylalstogustine N-oxide,'125205-50-7',COC(=O)C1=C2Nc3ccccc3C23CC[N+]2([O-])CC(C(C)O)C1CC32,Monoterpenoids,1.4,2.0,0.000143,Barks,Apocynaceae,Alstonia rostrata,"Org Lett, 2012, 14, 3450-3453.",10.1021/ol301400e,MP00686,C1=C2Nc3ccccc3C23CC[NH+]2CCC1CC23
TPCN00550,Jasminoside Q,'1400912-98-2',CC1=C(C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(C)(C)CCC1,Monoterpenoids,3.0,4.3,0.000143,Fruits,Rubiaceae,Gardeniae fructus,"Chem Biodivers, 2012, 9, 1490-1511.",10.1002/cbdv.201200030,MP00687,O=C(OC1CCCC(COC2CCCCO2)O1)C1=CCCCC1
TPCN00551,Voaphylline,'15266-46-3',CCC12CCc3[nH]c4ccccc4c3CCN(CC3OC31)C2,Monoterpenoids,40.0,57.1,0.000143,Barks,Apocynaceae,Melodinus henryi,"Fitoterapia, 2019, 138, 104354.",10.1016/j.fitote.2019.104354,MP00688,c1ccc2c3c([nH]c2c1)CCC1CN(CC3)CC2OC12
TPCN00552,Illigerate C,'2083679-28-9',CC1=CC(OC(=O)CCc2ccccc2)C(C(C)(C)O)CC1=O,Monoterpenoids,15.0,21.2,0.000141,Stems,Hernandiaceae,Illigera aromatica,"Nat Prod Res, 2019, 1-7.",10.1080/14786419.2019.1614574,MP00690,O=C1C=CC(OC(=O)CCc2ccccc2)CC1
TPCN00553,3α-dihydrocadambine,'54483-84-0',COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(O)CN3CCc4c([nH]c5ccccc45)C3CC12,Monoterpenoids,25.0,35.3,0.000141,Stems,Caprifoliaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3288-3301.",10.1021/acs.jnatprod.9b00490,MP00692,C1=CC2CC3c4[nH]c5ccccc5c4CCN3CCC2C(OC2CCCCO2)O1
TPCN00554,Scholarisines B,'1236196-02-3',COC(=O)C1C2CC3N(C4CC15c1ccccc1NC35O4)C(CC(C)=O)C21OC1C,Monoterpenoids,15.0,21.0,0.00014,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00695,c1ccc2c(c1)NC13OC4CC21CC1CC3N4CC12CO2
TPCN00555,Mudanpiosides A,'172705-22-5',COc1ccc(C(=O)OCC2OC(OC34CC5C6(O)CC3(C)OC(O6)C54COC(=O)c3ccccc3)C(O)C(O)C2O)cc1,Monoterpenoids,20.0,28.0,0.00014,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00696,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00556,1′-(4″-hydroxybutyl)-plantagoguanidinic acid,'1820862-66-5',CC(C)=CCCC(C(=O)O)C1CN(CCCCO)C(N)=N1,Monoterpenoids,30.0,42.0,0.00014,Seeds,Plantaginaceae,Plantago depressa,"J Nat Prod, 2015, 78, 2822-2826.",10.1021/acs.jnatprod.5b00368,MP00697,C1=NCCN1
TPCN00557,"(?)-6′-O-[(1R,2S,5R,6S)-10-Hydroxypinan-8-oxo]paeoniflorin",'2231237-26-4',CC1(C(=O)OCC2OC(OC34CC5C6(O)CC3(C)OC(O6)C54COC(=O)c3ccccc3)C(O)C(O)C2O)C2CCC(CO)C1C2,Monoterpenoids,50.0,70.0,0.00014,Roots,Paeoniaceae,Paeonia lactiflora,"J Nat Prod, 2018, 81, 1252-1259.",10.1021/acs.jnatprod.8b00087,MP00698,O=C(OCC12C3OC4CC(O3)C1(OC1CCCC(COC(=O)C3C5CCCC3C5)O1)CC42)c1ccccc1
TPCN00558,Mitrafoline,'55903-79-2',CCC1CN2CCC3(C(=O)Nc4cccc(O)c43)C2CC1C(=COC)C(=O)OC,Monoterpenoids,10.0,14.0,0.00014,Barks,Rubiaceae,Mitragyna diversifolia,"Phytochemistry, 2013, 96, 389-408.",10.1016/j.phytochem.2013.10.002,MP00699,O=C1Nc2ccccc2C12CCN1CCCCC12
TPCN00559,Vobasine,'2134-83-0',CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,Monoterpenoids,14.5,20.0,0.000138,Barks,Apocynaceae,Voacanga africana,"Nat Prod Res, 2016, 30, 1144-1151.",10.1080/14786419.2015.1046132,MP00700,C=C1CNC2Cc3c([nH]c4ccccc34)C(=O)CC1C2
TPCN00560,6′-O-galloylalbiflorin,'929042-36-4',CC12CC(O)C3CC1(OC1OC(COC(=O)c4cc(O)c(O)c(O)c4)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2,Monoterpenoids,9.4,13.0,0.000138,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2014, 98, 124-129.",10.1016/j.fitote.2014.07.017,MP00701,O=C(OCC1CCCC(OC23CC4CCC2OC(=O)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00561,(6-Methyl-3-benzofuranyl)methyl 6-O-α-L-arabinopyranosyl-β-D-glucopyranoside,'1037271-07-0',Cc1ccc2c(COC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)coc2c1,Monoterpenoids,2.2,3.0,0.000136,Roots,Paeoniaceae,Paeonia hybrida,"Phytochemistry, 2008, 69, 1767-1772.",10.1016/j.phytochem.2008.02.016,MP00702,c1ccc2c(COC3CCCC(COC4CCCCO4)O3)coc2c1
TPCN00562,4-O-methylmoudanpioside C,'1458048-20-8',COC12CC3(C)OC(O1)C1(COC(=O)c4ccccc4)C2CC31OC1OC(COC(=O)c2ccc(O)cc2)C(O)C(O)C1O,Monoterpenoids,14.0,19.0,0.000136,Roots,Paeoniaceae,Paeonia suffruticosa,"Fitoterapia, 2012, 83, 1598-1605.",10.1016/j.fitote.2012.09.008,MP00703,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00563,Mudanpiosides B,'172705-23-6',COc1ccc(C(=O)OCC2OC(OC34CC5C6(O)CC3(C)OC(O6)C54COC(=O)c3ccc(O)cc3)C(O)C(O)C2O)cc1,Monoterpenoids,20.0,27.0,0.000135,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00704,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00564,Paeonidanin E,'1181222-83-2',CC12CC(=O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(OCC1OC(OC34CC5C6(O)CC3(C)OC(O6)C54COC(=O)c3ccccc3)C(O)C(O)C1O)O2,Monoterpenoids,1.5,2.0,0.000133,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2016, 108, 55-61.",10.1016/j.fitote.2015.11.011,MP00705,O=C(OCC12C(OCC3CCCC(OC45CC6C7CC4OC(O7)C65COC(=O)c4ccccc4)O3)OC3CC(=O)C1CC32OC1CCCCO1)c1ccccc1
TPCN00565,Lstoyunines B,'1188932-12-8',COC1OC(O)C2C3CC4c5[nH]c6ccccc6c5CC(C13)N4C2C,Monoterpenoids,12.0,16.0,0.000133,Whole plants,Apocynaceae,Alstonia yunnanensis,"J Nat Prod, 2009, 72, 1836-1841.",10.1021/np900374s,MP00706,c1ccc2c3c([nH]c2c1)C1CC2C4COCC2C(C3)N1C4
TPCN00566,Melodinine S,'1356156-00-7',CCC12CC(C(=O)OC)=C3Nc4ccccc4C34CCN(C(CC(C)=O)C3OC31)C42,Monoterpenoids,12.0,16.0,0.000133,Aerial parts,Apocynaceae,Bousigonia mekongensis,"Molecules, 2019, 24.",10.3390/molecules24071256,MP00707,C1=C2Nc3ccccc3C23CCN2CC4OC4C(C1)C23
TPCN00567,4′-hydroxypaeoniflorigenone,'2064171-90-8',CC12CC(=O)C3CC1(O)OC(O2)C3COC(=O)c1ccc(O)cc1,Monoterpenoids,1.5,2.0,0.000133,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2016, 108, 55-61.",10.1016/j.fitote.2015.11.011,MP00708,O=C(OCC1C2OC3CC(=O)C1CC3O2)c1ccccc1
TPCN00568,Secopleiocarpamine A,'2387909-38-6',CC=C1CN2CCC3C(=O)N(c4ccccc43)C(C(=O)OC)C1CC2C#N,Monoterpenoids,3.0,4.0,0.000133,Whole plants,Apocynaceae,Rhazya stricta,"Fitoterapia, 2018, 128, 1-6.",10.1016/j.fitote.2018.04.018,MP00709,C=C1CN2CCC1CN1C(=O)C(CC2)c2ccccc21
TPCN00569,Uncarialins C,'2557676-52-3',C=CC1CN2CCC3(O)C(=Nc4ccccc43)C2CC1C(=COC)C(=O)OC,Monoterpenoids,18.0,23.9,0.000133,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00710,c1ccc2c(c1)N=C1C2CCN2CCCCC12
TPCN00570,Tetrahydroalstonine,'6474-90-4',COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,Monoterpenoids,18.0,23.9,0.000133,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00713,C1=CC2CC3c4[nH]c5ccccc5c4CCN3CC2CO1
TPCN00571,Suffruyabiosides B,'1415968-07-8',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(OC2OC(COC(=O)c3ccccc3)C(O)C(O)C2O)C(O)C1O,Monoterpenoids,1.0,1.3,0.00013,Roots,Paeoniaceae,Paeonia suffruticosa,"Molecules, 2012, 17, 4915-4923.",10.3390/molecules17054915,MP00715,O=C(OCC1CCCC(OC2CCC(OC34CC5C6CC3OC(O6)C54COC(=O)c3ccccc3)OC2)O1)c1ccccc1
TPCN00572,"Ibogamine-16-carboxylic acid,17,20-didehydro-5,6-dioxo-10-methoxy-methyl ester",'1800600-04-7',CCC1CC2CN3C(=O)C(=O)c4c([nH]c5ccc(OC)cc45)C(C(=O)OC)(C2)C13,Monoterpenoids,14.5,18.8,0.00013,Barks,Apocynaceae,Voacanga africana,"Nat Prod Res, 2016, 30, 1144-1149.",10.1080/14786419.2015.1046132,MP00716,O=C1C(=O)N2CC3CCC2C(C3)c2[nH]c3ccccc3c21
TPCN00573,(4R)-4-hydroxyipecoside,'408363-54-2',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC1c2cc(O)c(O)cc2C(O)CN1C(C)=O,Monoterpenoids,5.0,6.5,0.00013,Roots,Rubiaceae,Cephaelis acuminata,"Phytochemistry, 2002, 59, 91-97.",10.1016/s0031-9422(01)00418-6,MP00717,C1=CC(CC2NCCc3ccccc32)CC(OC2CCCCO2)O1
TPCN00574,P-hydroxylbenzoylpaeonidanin,'1253640-98-0',COC1OC2(C)CC(=O)C3CC2(OC2OC(COC(=O)c4ccc(O)cc4)C(O)C(O)C2O)C13COC(=O)c1ccccc1,Monoterpenoids,14.0,18.0,0.000129,Roots,Paeoniaceae,Paeonia suffruticosa,"Fitoterapia, 2012, 83, 1598-1603.",10.1016/j.fitote.2012.09.008,MP00718,O=C(OCC1CCCC(OC23CC4C(=O)CC2OCC43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00575,Gardfloramine-N(4)-oxide,'1287228-43-6',COCC=C1C[N+]2([O-])C3CC45C(=Nc6cc7c(c(OC)c64)OCO7)OCC3C1CC52,Monoterpenoids,7.0,9.0,0.000129,Aerial parts,Loganiaceae,Gardneria ovata,"J Nat Prod, 2011, 74, 1073-1078.",10.1021/np2000254,MP00719,C=C1C[NH+]2C3CC45C(=Nc6cc7c(cc64)OCO7)OCC3C1CC25
TPCN00576,Kopsinidines E,'2089035-19-6',OC1C2CN3CCCC45CCC6(Nc7c(ccc8c7OCO8)C26C34)C1(O)C5,Monoterpenoids,8.5,11.0,0.000129,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00720,c1cc2c(c3c1OCO3)NC13CCC45CCCN6CC(CC1C4)C23C65
TPCN00577,10-hydroxyscandine,'119188-47-5',C=CC12C=CCN3CCC4(c5cc(O)ccc5NC(=O)C4(C(=O)OC)C1)C32,Monoterpenoids,40.0,51.3,0.000128,Barks,Apocynaceae,Melodinus henryi,"Fitoterapia, 2019, 138, 104354.",10.1016/j.fitote.2019.104354,MP00721,O=C1Nc2ccccc2C23CCN4CC=CC(CC12)C43
TPCN00578,Alstoscholactine,'2306322-04-1',COC(=O)N1CCC2C3(CO)C(=O)OC2(C1)C(C)Cc1c3[nH]c2ccccc12,Monoterpenoids,6.3,8.0,0.000127,Leaves,Apocynaceae,Alstonia scholaris,"Org Lett, 2018, 20, 8014-8018.",10.1021/acs.orglett.8b03592,MP00722,O=C1OC23CCc4c([nH]c5ccccc45)C1C2CCNC3
TPCN00579,4-hydroxybenzaldehyde,'123-08-0',O=Cc1ccc(O)cc1,Monoterpenoids,25.0,31.3,0.000125,Roots,Scrophulariaceae,Scrophularia ningpoensis,"Fitoterapia, 2013, 88, 44-49.",10.1016/j.fitote.2013.04.005,MP00723,c1ccccc1
TPCN00580,Pagide,'1305330-09-9',COc1cc(C=CC(=O)OC2CC(C)=C(C(=O)O)C2=CCOC2OC(CO)C(O)C(O)C2O)ccc1O,Monoterpenoids,4.0,5.0,0.000125,Subterraneous stems,Pedaliaceae,Harpagophytum procumbens,"Planta Med, 2010, 76, 1892-1896.",10.1055/s-0030-1250029,MP00724,O=C(C=Cc1ccccc1)OC1CC=CC1=CCOC1CCCCO1
TPCN00581,Mudanpiosides D,'172705-24-7',COc1ccc(C(=O)OCC23C4OC5(O)CC(C)(O4)C2(OC2OC(CO)C(O)C(O)C2O)CC53)cc1,Monoterpenoids,20.0,25.0,0.000125,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00725,O=C(OCC12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1
TPCN00582,Demethylisoalangiside,'169531-70-8',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4cc(O)c(O)cc4C3CC21,Monoterpenoids,5.0,6.1,0.000122,Roots,Rubiaceae,Cephaelis acuminata,"Phytochemistry, 2002, 59, 91-97.",10.1016/s0031-9422(01)00418-6,MP00726,O=C1C2=COC(OC3CCCCO3)CC2CC2c3ccccc3CCN12
TPCN00583,Melaxilline B,'2241558-62-1',C=CC12CC(O)C(=O)N3CCC4(c5ccccc5NC(=O)C4(C(=O)OC)C1)C32,Monoterpenoids,10.0,12.0,0.00012,Roots,Apocynaceae,Melodinus axillaris,"Fitoterapia, 2016, 115, 173-176.",10.1016/j.fitote.2016.10.012,MP00727,O=C1Nc2ccccc2C23CCN4C(=O)CCC(CC12)C43
TPCN00584,(?)-N-methoxycarbonyl12-methoxykopsinaline,'1358-65-2',COC(=O)N1c2c(OC)cccc2C23CCN4CCCC5(CCC12C(O)(C(=O)OC)C5)C43,Monoterpenoids,8.5,10.0,0.000118,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00728,c1ccc2c(c1)NC13CCC4(CCCN5CCC21C54)CC3
TPCN00585,12-methoxychanofruticosinic acid,'2088730-22-5',COC(=O)N1c2c(OC)cccc2C23C4CN5CCCC(CCC12C(=O)O)(CC4=O)C53,Monoterpenoids,8.5,10.0,0.000118,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00729,O=C1CC23CCCN4CC1C1(c5ccccc5NC1CC2)C43
TPCN00586,Kopsinilam,'464-68-6',COC(=O)C1CC23CCCN4C(=O)CC5(c6ccccc6NC15CC2)C43,Monoterpenoids,8.5,10.0,0.000118,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00730,O=C1CC23c4ccccc4NC24CCC2(CCCN1C23)CC4
TPCN00587,Luteolin-7-O-β-D-glucopyranoside,'5373-11-5',O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,Monoterpenoids,3.0,3.5,0.000117,Whole plants,Lamiaceae,Glechoma longituba,"J Asian Nat Prod Res, 2008, 10, 199-204.",10.1080/10286020701394480,MP00731,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12
TPCN00588,Leuconodine E,'1432584-34-3',CCC12CCCN3CCC4(O)c5ccccc5N(C(=O)CC1)C324,Monoterpenoids,9.5,11.0,0.000116,Aerial parts,Apocynaceae,Melodinus khasianus,"J Nat Prod, 2016, 79, 2158-2179.",10.1021/acs.jnatprod.6b00011,MP00732,O=C1CCC2CCCN3CCC4c5ccccc5N1C243
TPCN00589,(3R)-hydroxyibogaine,'2276636-13-4',CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2O)C13,Monoterpenoids,5.0,5.8,0.000116,Aerial parts,Apocynaceae,Tabernaemontana pandacaqui,"Chem Biodivers, 2018, 15, e1800268.",10.1002/cbdv.201800268,MP00733,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2
TPCN00590,16-epidregamine,'52389-31-8',CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,Monoterpenoids,3.5,4.0,0.000114,Roots,Apocynaceae,Tabernaemontana elegans,"J Ethnopharmacol, 2013, 149, 463-470.",10.1016/j.jep.2013.06.051,MP00734,O=C1CC2CCNC(Cc3c1[nH]c1ccccc31)C2
TPCN00591,Scholarisines C,'1236196-04-5',CC=C1CNC2CC1C(C(=O)OC)C13CC(OC)OC21Nc1ccccc13,Monoterpenoids,15.0,17.0,0.000113,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00735,C=C1CNC2CC1CC13CCOC21Nc1ccccc13
TPCN00592,Wampetin,'89824-26-0',CC(=CCOc1c2occc2cc2ccc(=O)oc12)CC1C=C(C)C(=O)O1,Monoterpenoids,12.0,13.5,0.000113,Peels,Rutaceae,Clausena lansium,"Planta Med, 2014, 80, 955-962.",10.1055/s-0034-1382839,MP00736,O=C1C=CC(CC=CCOc2c3occc3cc3ccc(=O)oc23)O1
TPCN00593,Villocarine A,'1319743-81-1',CC=C1CN2CCc3c([nH]c4ccccc34)C2CC1C(=COC)C(=O)OC,Monoterpenoids,25.0,28.1,0.000112,Stems,Caprifoliaceae,Uncaria rhynchophylla,"Fitoterapia, 2018, 127, 47-55.",10.1016/j.fitote.2018.01.013,MP00737,C=C1CCC2c3[nH]c4ccccc4c3CCN2C1
TPCN00594,"19, 21α-dihydroxyl-10-methoxy-19, 20-dihydrovinorine",'2206792-54-1',COc1ccc2c(c1)C13CC4C(C5CC(C1=N2)N4C(O)C5C(C)O)C3OC(C)=O,Monoterpenoids,20.0,22.0,0.00011,Whole plants,Apocynaceae,Vinca major,"J Asian Nat Prod Res, 2016, 18, 328-333.",10.1080/10286020.2015.1094463,MP00740,c1ccc2c(c1)N=C1C3CC4CCN3C3CC12CC43
TPCN00595,Rhynchophyllosides F,'2567660-55-1',C=CC1C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21,Monoterpenoids,25.0,27.2,0.000109,Stems,Caprifoliaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3288-3301.",10.1021/acs.jnatprod.9b00490,MP00741,O=C1C2=COC(OC3OCCCC3OC3CCCCO3)CC2CC2c3[nH]c4ccccc4c3CCN12
TPCN00596,Lstoyunines C,'1188932-13-9',CC(=O)OC1C2C3CC4C5=Nc6ccccc6C51CC2[N+]4([O-])C(C)C3C(=O)O,Monoterpenoids,12.0,13.0,0.000108,Whole plants,Apocynaceae,Alstonia yunnanensis,"J Nat Prod, 2009, 72, 1836-1841.",10.1021/np900374s,MP00742,c1ccc2c(c1)N=C1C3CC4CC[NH+]3C3CC12CC43
TPCN00597,Melodinine G,'1207530-27-5',CCC12C=Cn3c4c(c5ccccc53)CC[N+]([O-])(CCC1)C42,Monoterpenoids,12.0,13.0,0.000108,Seeds,Apocynaceae,Melodinus henryi,"J Nat Prod, 2010, 73, 22-26.",10.1021/np900595v,MP00743,C1=Cn2c3c(c4ccccc42)CC[NH+]2CCCC1C32
TPCN00598,Scholarisines G,'1236143-34-2',CCC12CCCN3C(=O)CC4(O)c5ccccc5N(C(=O)CC1)C324,Monoterpenoids,15.0,16.0,0.000107,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00744,O=C1CC2c3ccccc3N3C(=O)CCC4CCCN1C423
